PT	AU	BA	BE	GP	AF	BF	CA	TI	SO	SE	BS	LA	DT	CT	CY	CL	SP	HO	DE	ID	AB	C1	RP	EM	RI	OI	FU	FX	CR	NR	TC	Z9	U1	U2	PU	PI	PA	SN	EI	BN	J9	JI	PD	PY	VL	IS	PN	SU	SI	MA	BP	EP	AR	DI	D2	EA	EY	PG	WC	SC	GA	UT	PM	OA	HC	HP	DA
J	CAPPA, C; FISCELLA, B; GOMEZ, F; LOMBARDINI, PP; PAVESE, P; TRIVERO, P; CINI, R; INNOCENTI, ND; LOGLIO, G; TESEI, U				CAPPA, C; FISCELLA, B; GOMEZ, F; LOMBARDINI, PP; PAVESE, P; TRIVERO, P; CINI, R; INNOCENTI, ND; LOGLIO, G; TESEI, U			CORRELATION BETWEEN DAMPING OF SEA RIPPLES AND OTHER PHYSICOCHEMICAL PROPERTIES IN COASTAL MARINE WATER	NUOVO CIMENTO DELLA SOCIETA ITALIANA DI FISICA C-GEOPHYSICS AND SPACE PHYSICS																	Loglio, Giuseppe/0000-0002-5392-670X												0390-5551					NOV-DEC	1994	17	6					701	711		10.1007/BF02510881								WOS:A1994PZ07400001						
J	COCH, NK				COCH, NK			GEOLOGIC EFFECTS OF HURRICANES	GEOMORPHOLOGY					25th Binghamton Symposium in Geomorphology	SEP 24-25, 1994	SUNY, BINGHAMTON, NY		SUNY																				0169-555X					AUG	1994	10	1-4					37	63		10.1016/0169-555X(94)90007-8								WOS:A1994PE61700006						
J	NYKJAER, L; VANCAMP, L				NYKJAER, L; VANCAMP, L			SEASONAL AND INTERANNUAL VARIABILITY OF COASTAL UPWELLING ALONG NORTHWEST AFRICA AND PORTUGAL FROM 1981 TO 1991	JOURNAL OF GEOPHYSICAL RESEARCH-OCEANS																													0148-0227					JUL 15	1994	99	C7					14197	14207		10.1029/94JC00814								WOS:A1994NY03700011						
J	ARVIDSON, R; BECKER, R; SHANABROOK, A; LUO, W; STURCHIO, N; SULTAN, M; LOTFY, Z; MAHMOOD, AM; ELALFY, Z				ARVIDSON, R; BECKER, R; SHANABROOK, A; LUO, W; STURCHIO, N; SULTAN, M; LOTFY, Z; MAHMOOD, AM; ELALFY, Z			CLIMATIC, EUSTATIC, AND TECTONIC CONTROLS ON QUATERNARY DEPOSITS AND LANDFORMS, RED-SEA COAST, EGYPT	JOURNAL OF GEOPHYSICAL RESEARCH-SOLID EARTH																Becker, Richard/A-9120-2010	Becker, Richard/0000-0003-2514-2040												2169-9313	2169-9356				JUN 10	1994	99	B6					12175	12190		10.1029/94JB00037								WOS:A1994NT16800042						
J	KUNTE, PD				KUNTE, PD			POTENTIAL USAGE OF REMOTE-SENSING DATA IN STUDYING THE BEHAVIOR OF SHORE DRIFT ALONG KERALA COAST, INDIA	ESTUARINE COASTAL AND SHELF SCIENCE																													0272-7714					JUN	1994	38	6					613	624		10.1006/ecss.1994.1042								WOS:A1994NV67000006						
J	JAGTAP, TG; UNTAWALE, AG; INAMDAR, SN				JAGTAP, TG; UNTAWALE, AG; INAMDAR, SN			STUDY OF MANGROVE ENVIRONMENT OF MAHARASHTRA COAST USING REMOTE-SENSING DATA	INDIAN JOURNAL OF MARINE SCIENCES																													0379-5136					JUN	1994	23	2					90	93										WOS:A1994PF61900005						
J	DONOGHUE, DNM; THOMAS, DCR; ZONG, Y				DONOGHUE, DNM; THOMAS, DCR; ZONG, Y			MAPPING AND MONITORING THE INTERTIDAL ZONE OF THE EAST-COAST OF ENGLAND USING REMOTE-SENSING TECHNIQUES AND A COASTAL MONITORING GIS	MARINE TECHNOLOGY SOCIETY JOURNAL																Donoghue, Daniel/G-5509-2010	Donoghue, Daniel/0000-0002-9931-9083												0025-3324					SUM	1994	28	2					19	29										WOS:A1994PQ19700004						
J	WHITEHOUSE, BG; LANDERS, PM				WHITEHOUSE, BG; LANDERS, PM			TRANSFERRING EARTH OBSERVATION IMAGERY TO THE COASTAL ZONE VIA CELLULAR TELEPHONY	MARINE TECHNOLOGY SOCIETY JOURNAL																													0025-3324					SUM	1994	28	2					78	81										WOS:A1994PQ19700011						
J	DAUZAT, J				DAUZAT, J			RADIATIVE-TRANSFER SIMULATION ON COMPUTER-MODELS OF ELAEIS-GUINEENSIS	OLEAGINEUX																													0030-2082					MAR	1994	49	3					81	90										WOS:A1994NL50000001						
J	MILLER, RL; CRUISE, JF; OTERO, E; LOPEZ, JM				MILLER, RL; CRUISE, JF; OTERO, E; LOPEZ, JM			MONITORING SUSPENDED PARTICULATE MATTER IN PUERTO-RICO - FIELD-MEASUREMENTS AND REMOTE-SENSING	WATER RESOURCES BULLETIN																													0043-1370					MAR-APR	1994	30	2					271	282										WOS:A1994NJ81900010						
J	MANTEL, JD; LUCAS, MI; SHILLINGTON, FA				MANTEL, JD; LUCAS, MI; SHILLINGTON, FA			OCEAN COLOR AND THERMAL INFRARED SATELLITE REMOTE-SENSING IN SOUTH-AFRICA AND THE SEA VIEWING, WIDE FIELD-OF-VIEW SENSOR PROJECT (SEAWIFS)	SOUTH AFRICAN JOURNAL OF SCIENCE																													0038-2353					JAN	1994	90	1					37	44										WOS:A1994NA99800014						
J	KAR, A				KAR, A			NEOTECTONIC INFLUENCES ON MORPHOLOGICAL VARIATIONS ALONG THE COASTLINE OF KACHCHH, INDIA	GEOMORPHOLOGY																													0169-555X					NOV	1993	8	2-3					199	219		10.1016/0169-555X(93)90038-4								WOS:A1993MU19700008						
J	VACHON, PW; OLSEN, RB; KROGSTAD, HE; LIU, AK				VACHON, PW; OLSEN, RB; KROGSTAD, HE; LIU, AK			AIRBORNE SYNTHETIC-APERTURE RADAR OBSERVATIONS AND SIMULATIONS FOR WAVES IN ICE	JOURNAL OF GEOPHYSICAL RESEARCH-OCEANS																													0148-0227					SEP 15	1993	98	C9					16411	16425		10.1029/93JC00914								WOS:A1993LX76400010						
J	JOSHI, MD; SAHAI, B				JOSHI, MD; SAHAI, B			MAPPING OF SALT-AFFECTED LAND IN SAURASHTRA COAST USING LANDSAT SATELLITE DATA	INTERNATIONAL JOURNAL OF REMOTE SENSING																													0143-1161					JUL 10	1993	14	10					1919	1929		10.1080/01431169308954012								WOS:A1993LR84800007						
J	GUILLAUMONT, B; CALLENS, L; DION, P				GUILLAUMONT, B; CALLENS, L; DION, P			SPATIAL-DISTRIBUTION AND QUANTIFICATION OF FUCUS SPECIES AND ASCOPHYLLUM-NODOSUM BEDS IN INTERTIDAL ZONES USING SPOT IMAGERY	HYDROBIOLOGIA					14TH INTERNATIONAL SEAWEED SYMP	AUG 16-21, 1992	BREST, FRANCE	INT SEAWEED ASSOC, MARINALG INT, CHINA SEEWEED IND ASSOC, COPENHAGEN PECTIN, GRIDSTED PROD, MERCK & CO, KELCO DIV, MAROKAGAR, PROTAN BIOPOLYM, QUEST BIOCON, SANOFI BIO IND																					0018-8158					JUN 18	1993	261						297	305										WOS:A1993LR16800036						
J	DEYSHER, LE				DEYSHER, LE			EVALUATION OF REMOTE-SENSING TECHNIQUES FOR MONITORING GIANT-KELP POPULATIONS	HYDROBIOLOGIA					14TH INTERNATIONAL SEAWEED SYMP	AUG 16-21, 1992	BREST, FRANCE	INT SEAWEED ASSOC, MARINALG INT, CHINA SEEWEED IND ASSOC, COPENHAGEN PECTIN, GRIDSTED PROD, MERCK & CO, KELCO DIV, MAROKAGAR, PROTAN BIOPOLYM, QUEST BIOCON, SANOFI BIO IND																					0018-8158					JUN 18	1993	261						307	312										WOS:A1993LR16800037						
J	KUNTE, PD; WAGLE, BG				KUNTE, PD; WAGLE, BG			REMOTE-SENSING APPROACH TO DETERMINE NET SHORE DRIFT DIRECTION - A CASE-STUDY ALONG THE CENTRAL EAST-COAST OF INDIA	JOURNAL OF COASTAL RESEARCH																													0749-0208					SUM	1993	9	3					663	672										WOS:A1993LK50300005						
J	MANIKIAM, B; GOWDA, HH; MANAVALAN, P; JAYARAMAN, V; CHANDRASEKHAR, MG				MANIKIAM, B; GOWDA, HH; MANAVALAN, P; JAYARAMAN, V; CHANDRASEKHAR, MG			STUDY OF SEDIMENT DYNAMICS USING SATELLITE REMOTE-SENSING	ADVANCES IN SPACE RESEARCH																													0273-1177					MAY	1993	13	5					75	78		10.1016/0273-1177(93)90530-O								WOS:A1993KY21200009						
J	DAVIES, PA; FOLKARD, AM; DHIERES, GC				DAVIES, PA; FOLKARD, AM; DHIERES, GC			REMOTE-SENSING OBSERVATIONS OF FILAMENT FORMATION ALONG THE ALMERIA-ORAN FRONT	ANNALES GEOPHYSICAE-ATMOSPHERES HYDROSPHERES AND SPACE SCIENCES																													0992-7689					MAY	1993	11	5					419	430										WOS:A1993LG84300008						
J	YATES, MG; JONES, AR; MCGRORTY, S; GOSSCUSTARD, JD				YATES, MG; JONES, AR; MCGRORTY, S; GOSSCUSTARD, JD			THE USE OF SATELLITE IMAGERY TO DETERMINE THE DISTRIBUTION OF INTERTIDAL SURFACE SEDIMENTS OF THE WASH, ENGLAND	ESTUARINE COASTAL AND SHELF SCIENCE																													0272-7714					APR	1993	36	4					333	344		10.1006/ecss.1993.1020								WOS:A1993LC57700002						
J	KARPUZ, MR; ROBERTS, D; OLESEN, O; GABRIELSEN, RH; HERREVOLD, T				KARPUZ, MR; ROBERTS, D; OLESEN, O; GABRIELSEN, RH; HERREVOLD, T			APPLICATION OF MULTIPLE DATA SETS TO STRUCTURAL STUDIES ON VARANGER PENINSULA, NORTHERN NORWAY	INTERNATIONAL JOURNAL OF REMOTE SENSING																													0143-1161					MAR 20	1993	14	5					979	1003		10.1080/01431169308904390								WOS:A1993LA88500012						
J	HUANG, WG; CRACKNELL, AP; VAUGHAN, RA				HUANG, WG; CRACKNELL, AP; VAUGHAN, RA			SATELLITE THERMAL OBSERVATIONS OF THE RIVER SHANNON PLUME	ESTUARINE COASTAL AND SHELF SCIENCE																													0272-7714					MAR	1993	36	3					207	219		10.1006/ecss.1993.1014								WOS:A1993KU39800001						
J	MOELLER, CC; HUH, OK; ROBERTS, HH; GUMLEY, LE; MENZEL, WP				MOELLER, CC; HUH, OK; ROBERTS, HH; GUMLEY, LE; MENZEL, WP			RESPONSE OF LOUISIANA COASTAL ENVIRONMENTS TO A COLD-FRONT PASSAGE	JOURNAL OF COASTAL RESEARCH																Menzel, W. Paul/B-8306-2011	Menzel, W. Paul/0000-0001-5690-1201												0749-0208					SPR	1993	9	2					434	447										WOS:A1993KW24300011						
J	JOHANNESSEN, JA; ROED, LP; JOHANNESSEN, OM; EVENSEN, G; HACKETT, B; PETTERSSON, LH; HAUGAN, PM; SANDVEN, S; SHUCHMAN, R				JOHANNESSEN, JA; ROED, LP; JOHANNESSEN, OM; EVENSEN, G; HACKETT, B; PETTERSSON, LH; HAUGAN, PM; SANDVEN, S; SHUCHMAN, R			MONITORING AND MODELING OF THE MARINE COASTAL ENVIRONMENT	PHOTOGRAMMETRIC ENGINEERING AND REMOTE SENSING																													0099-1112					MAR	1993	59	3					351	361										WOS:A1993LC77500007						
J	MATTHEWS, JP; FOX, AD; PRANDLE, D				MATTHEWS, JP; FOX, AD; PRANDLE, D			RADAR OBSERVATION OF AN ALONG-FRONT JET AND TRANSVERSE FLOW CONVERGENCE ASSOCIATED WITH A NORTH-SEA FRONT	CONTINENTAL SHELF RESEARCH																	Fox, Alan/0000-0002-9047-1986												0278-4343					JAN	1993	13	1					109	130		10.1016/0278-4343(93)90038-Y								WOS:A1993JY29700007						
J	KARABASHEV, GS; KHANAEV, SA; KULESHOV, AF				KARABASHEV, GS; KHANAEV, SA; KULESHOV, AF			ON THE VARIABILITY OF YELLOW SUBSTANCE IN THE SKAGERRAK AND THE KATTEGAT	OCEANOLOGICA ACTA																	Карабашев, Генрик/0000-0003-1264-2900												0399-1784						1993	16	2					115	125										WOS:A1993LN95800003						
J	GANG, PO; AGATSIVA, JL				GANG, PO; AGATSIVA, JL			THE CURRENT STATUS OF MANGROVES ALONG THE KENYAN COAST - A CASE-STUDY OF MIDA CREEK MANGROVES BASED ON REMOTE-SENSING	HYDROBIOLOGIA					INTERNATIONAL SYMP ON THE ECOLOGY OF MANGROVE AND RELATED ECOSYSTEMS	SEP 24-30, 1990	MOMBASA, KENYA	AFRICAN BIOSCI NETWORK, US NATL RES COUNCIL, COMMISS EUROPEAN COMMUNITIES, AUSTR INT DEV ASSISTANCE BUR, NETHERLANDS MINIST AGR, NAT MANAGEMENT & FISHERIES, UN ENVIRONM PROGRAM, FOREST DEPT, UNESCO ROSTA, THIRD WORLD ACAD SCI																					0018-8158					NOV 20	1992	247	1-3					29	36		10.1007/BF00008202								WOS:A1992KJ25300005						
J	LEE, JK; PARK, RA; MAUSEL, PW				LEE, JK; PARK, RA; MAUSEL, PW			APPLICATION OF GEOPROCESSING AND SIMULATION MODELING TO ESTIMATE IMPACTS OF SEA-LEVEL RISE ON THE NORTHEAST COAST OF FLORIDA	PHOTOGRAMMETRIC ENGINEERING AND REMOTE SENSING																													0099-1112					NOV	1992	58	11					1579	1586										WOS:A1992JV67200006						
J	PETIT, M; STRETTA, JM; FARRUGIO, H; WADSWORTH, A				PETIT, M; STRETTA, JM; FARRUGIO, H; WADSWORTH, A			SYNTHETIC APERTURE RADAR IMAGING OF SEA-SURFACE LIFE AND FISHING ACTIVITIES	IEEE TRANSACTIONS ON GEOSCIENCE AND REMOTE SENSING																													0196-2892	1558-0644				SEP	1992	30	5					1085	1089		10.1109/36.175346								WOS:A1992JZ98400029						
J	LIU, AK; VACHON, PW; PENG, CY; BHOGAL, AS				LIU, AK; VACHON, PW; PENG, CY; BHOGAL, AS			WAVE ATTENUATION IN THE MARGINAL ICE-ZONE DURING LIMEX	ATMOSPHERE-OCEAN																													0705-5900					JUN	1992	30	2					192	206		10.1080/07055900.1992.9649437								WOS:A1992MG39600003						
J	BROCK, JC; MCCLAIN, CR				BROCK, JC; MCCLAIN, CR			INTERANNUAL VARIABILITY IN PHYTOPLANKTON BLOOMS OBSERVED IN THE NORTHWESTERN ARABIAN SEA DURING THE SOUTHWEST MONSOON	JOURNAL OF GEOPHYSICAL RESEARCH-OCEANS																													0148-0227					JAN 15	1992	97	C1					733	750		10.1029/91JC02225								WOS:A1992GZ12300012						
J	MCCARTNEY, AP				MCCARTNEY, AP			ALONG THE COAST - REGIONAL ARCHAEOLOGY IN SOUTHERN ALASKA	ARCTIC ANTHROPOLOGY																													0066-6939						1992	29	2					192	204										WOS:A1992KA68800015						
J	RAHMSTORF, S				RAHMSTORF, S			MODELING OCEAN TEMPERATURES AND MIXED-LAYER DEPTHS IN THE TASMAN SEA OFF THE SOUTH ISLAND, NEW-ZEALAND	NEW ZEALAND JOURNAL OF MARINE AND FRESHWATER RESEARCH																Rahmstorf, Stefan/A-8465-2010	Rahmstorf, Stefan/0000-0001-6786-7723												0028-8330						1992	26	1					37	51		10.1080/00288330.1992.9516498								WOS:A1992HR55400002						
J	BROCK, JC; MCCLAIN, CR; LUTHER, ME; HAY, WW				BROCK, JC; MCCLAIN, CR; LUTHER, ME; HAY, WW			THE PHYTOPLANKTON BLOOM IN THE NORTHWESTERN ARABIAN SEA DURING THE SOUTHWEST MONSOON OF 1979	JOURNAL OF GEOPHYSICAL RESEARCH-OCEANS																													0148-0227					NOV 15	1991	96	C11					20623	20642		10.1029/91JC01711								WOS:A1991GQ69300018						
J	EVERITT, JH; ESCOBAR, DE; JUDD, FW				EVERITT, JH; ESCOBAR, DE; JUDD, FW			EVALUATION OF AIRBORNE VIDEO IMAGERY FOR DISTINGUISHING BLACK MANGROVE (AVICENNIA-GERMINANS) ON THE LOWER TEXAS GULF-COAST	JOURNAL OF COASTAL RESEARCH																													0749-0208					FAL	1991	7	4					1169	1173										WOS:A1991GF13000016						
J	VUKOVICH, FM; DUNN, JW; CRISSMAN, BW				VUKOVICH, FM; DUNN, JW; CRISSMAN, BW			ASPECTS OF THE EVOLUTION OF THE MARINE BOUNDARY-LAYER DURING COLD-AIR OUTBREAKS OFF THE SOUTHEAST COAST OF THE UNITED-STATES	MONTHLY WEATHER REVIEW																													0027-0644	1520-0493				SEP	1991	119	9					2252	2279		10.1175/1520-0493(1991)119<2252:AOTEOT>2.0.CO;2								WOS:A1991GF87600011						
J	POWELL, MD; DODGE, PP; BLACK, ML				POWELL, MD; DODGE, PP; BLACK, ML			THE LANDFALL OF HURRICANE HUGO IN THE CAROLINAS - SURFACE WIND DISTRIBUTION	WEATHER AND FORECASTING																dodge, peter/A-9808-2017; Powell, Mark/I-4963-2013; Black, Michael/C-3250-2014	Powell, Mark/0000-0002-4890-8945; Black, Michael/0000-0001-9528-2888												0882-8156					SEP	1991	6	3					379	399		10.1175/1520-0434(1991)006<0379:TLOHHI>2.0.CO;2								WOS:A1991GG19200005						
J	HAUGAN, PM; EVENSEN, G; JOHANNESSEN, JA; JOHANNESSEN, OM; PETTERSSON, LH				HAUGAN, PM; EVENSEN, G; JOHANNESSEN, JA; JOHANNESSEN, OM; PETTERSSON, LH			MODELED AND OBSERVED MESOSCALE CIRCULATION AND WAVE-CURRENT REFRACTION DURING THE 1988 NORWEGIAN CONTINENTAL-SHELF EXPERIMENT	JOURNAL OF GEOPHYSICAL RESEARCH-OCEANS																													2169-9275	2169-9291				JUN 15	1991	96	C6					10487	10506		10.1029/91JC00299								WOS:A1991FT34300007						
J	NAKAJIMA, T; KING, MD; SPINHIRNE, JD; RADKE, LF				NAKAJIMA, T; KING, MD; SPINHIRNE, JD; RADKE, LF			DETERMINATION OF THE OPTICAL-THICKNESS AND EFFECTIVE PARTICLE RADIUS OF CLOUDS FROM REFLECTED SOLAR-RADIATION MEASUREMENTS .2. MARINE STRATOCUMULUS OBSERVATIONS	JOURNAL OF THE ATMOSPHERIC SCIENCES																King, Michael/C-7153-2011; Nakajima, Teruyuki/H-2370-2013	King, Michael/0000-0003-2645-7298; Nakajima, Teruyuki/0000-0002-9042-504X												0022-4928					MAR 1	1991	48	5					728	750		10.1175/1520-0469(1991)048<0728:DOTOTA>2.0.CO;2								WOS:A1991FC93100005						
J	FALKINGHAM, JC				FALKINGHAM, JC			OPERATIONAL REMOTE-SENSING OF SEA ICE	ARCTIC																													0004-0843						1991	44			1			29	33										WOS:A1991GV42500007						
J	SUTTON, J				SUTTON, J			THE ROLE OF IMAGING RADAR IN THE DEVELOPMENT OF THE CANADIAN ARCTIC - BACKGROUND AND APPLICATIONS	ARCTIC																													0004-0843						1991	44			1			122	129										WOS:A1991GV42500018						
J	LEGG, CA				LEGG, CA			A REVIEW OF LANDSAT MSS IMAGE ACQUISITION OVER THE UNITED-KINGDOM, 1976-1988, AND THE IMPLICATIONS FOR OPERATIONAL REMOTE-SENSING	INTERNATIONAL JOURNAL OF REMOTE SENSING																													0143-1161					JAN	1991	12	1					93	106		10.1080/01431169108929634								WOS:A1991EV59800007						
J	MEINESZ, A; BELSHER, T; BOUDOURESQUE, CF; LEFEVRE, JR				MEINESZ, A; BELSHER, T; BOUDOURESQUE, CF; LEFEVRE, JR			1ST EVALUATION OF THE SUITABILITY OF THE SATELLITE SPOT IMAGERY FOR CARTOGRAPHY OF SHALLOW EPIBENTHIC COMMUNITIES IN THE WESTERN MEDITERRANEAN	OCEANOLOGICA ACTA																													0399-1784						1991	14	3					299	307										WOS:A1991FW22400008						
J	REID, PC; LANCELOT, C; GIESKES, WWC; HAGMEIER, E; WEICHART, G				REID, PC; LANCELOT, C; GIESKES, WWC; HAGMEIER, E; WEICHART, G			PHYTOPLANKTON OF THE NORTH-SEA AND ITS DYNAMICS - A REVIEW	NETHERLANDS JOURNAL OF SEA RESEARCH																													0077-7579					NOV	1990	26	2-4					295	331		10.1016/0077-7579(90)90094-W								WOS:A1990FA34200004						
J	COURBOULES, J; MANIERE, R; BOUCHON, C				COURBOULES, J; MANIERE, R; BOUCHON, C			GEOCODED INFORMATION-SYSTEM AND HIGH-RESOLUTION REMOTE-SENSING - APPLICATION TO THE JORDANIAN COAST	OCEANOLOGICA ACTA																													0399-1784					OCT	1988	11	4					337	351										WOS:A1988R404500004						
J	WADGE, G; QUARMBY, N				WADGE, G; QUARMBY, N			GEOLOGICAL REMOTE-SENSING OF ROCKY COASTS	GEOLOGICAL MAGAZINE																													0016-7568					SEP	1988	125	5					495	&		10.1017/S0016756800013236								WOS:A1988Q424300002						
J	WALKER, DA				WALKER, DA			IDENTIFICATION OF SUBSURFACE STRUCTURE IN UNITED-STATES GULF-COAST USING REMOTE-SENSING IMAGERY	AAPG BULLETIN-AMERICAN ASSOCIATION OF PETROLEUM GEOLOGISTS																													0149-1423					FEB	1987	71	2					244	244										WOS:A1987G091800050						
J	SCEPAN, J; ESTES, JE; CARLSON, RM				SCEPAN, J; ESTES, JE; CARLSON, RM			REMOTE-SENSING FOR DETECTION OF OIL IN THE MARINE-ENVIRONMENT - AN EVALUATION OF THE UNITED-STATES COAST GUARD AIREYE SURVEILLANCE SYSTEM	SCIENCE OF THE TOTAL ENVIRONMENT																													0048-9697					NOV 15	1986	56						287	293		10.1016/0048-9697(86)90333-5								WOS:A1986E800700025						
